"Age","Attribute0","Attribute1","Attribute2","Attribute3","Attribute4","Attribute5","Attribute6","Attribute7","Attribute8","Attribute9","Club","Date_of_Birth","Division","Full_Name","Hairstyle","Height_cm","League","Nation","Positions","Preferred_Foot","Rating","Squad_Number","Weight_kg","_corrupt_record","County_league"
29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Atromitos","9 May 1991","1","Madson Henrique Nascimento Santos","Shaved","178","Super League 1","Brazil","Defensive Midfielder Centre","Right","82","15","78",NULL,"GREECE"
33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Atromitos","19 September 1986","1","Rodrigo Galo Brito","Short","176","Super League 1","Brazil","Defender Right","Right","82","12","66",NULL,"GREECE"
20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OFI Crete","29 August 1999","1","Manolis Perdikis","Short","182","Super League 1","Greece","Defender Centre","Right","65","54","75",NULL,"GREECE"
25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OFI Crete","26 November 1994","1","Ricardo Álvares Guedes Vaz","Short","172","Super League 1","Portugal","Attacking Midfielder Right Left","Right","79","21","67",NULL,"GREECE"
38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Atromitos","9 February 1982","1","Javier Horacio Umbides","Short","173","Super League 1","Argentina","Midfielder Centre","Right","80","8","79",NULL,"GREECE"
31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OFI Crete","28 April 1989","1","Anestis Nastos","Short","182","Super League 1","Greece","Defender Centre","Right","78","6","72",NULL,"GREECE"
19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OFI Crete","11 May 2001","1","Konstantinos Kalaitzakis","Short","166","Super League 1","Greece","Midfielder Centre","Right","65","77","60",NULL,"GREECE"
30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Atromitos","6 January 1990","1","Nill De Pauw","Short","182","Super League 1","Belgium","Attacking Midfielder Right Left Centre","Right","83",NULL,"79",NULL,"GREECE"
18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OFI Crete","4 October 2001","1","Vangelis Nikokyrakis","Short","175","Super League 1","Greece","Attacking Midfielder Right Left","Right","65","91","70",NULL,"GREECE"
22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OFI Crete","4 April 1998","1","Vangelis Plevrakis","Unknown","178","Super League 1","Greece","Midfielder Centre","Right","70",NULL,"74",NULL,"GREECE"
27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OFI Crete","5 November 1992","1","Giannis Dermitzakis","Short","193","Super League 1","Greece","Goalkeeper","Right","73","33","75",NULL,"GREECE"
24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OFI Crete","24 April 1996","1","Vajebah Kaliefah Sakor","Cropped","183","Super League 1","Norway","Defensive Midfielder Centre","Left","78","4","74",NULL,"GREECE"
18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OFI Crete","27 October 2001","1","Vasilios Sifakis","Short","182","Super League 1","Greece","Goalkeeper","Right","65","87","70",NULL,"GREECE"
25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Olympiacos","16 September 1994","1","Dimitrios Manos","Short","179","Super League 1","Greece","Forward Centre","Right","80","9","77",NULL,"GREECE"
24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OFI Crete","8 February 1996","1","Paschalis Staikos","Cropped","177","Super League 1","Greece","Defensive Midfielder Centre","Right","75","26","73",NULL,"GREECE"
26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OFI Crete","12 September 1993","1","Nikos Marinakis","Short","180","Super League 1","Greece","Defender Right","Right","80","16","77",NULL,"GREECE"
25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OFI Crete","20 October 1994","1","Manolis Bolakis","Short","177","Super League 1","Greece","Defender Right","Right","77","44","72",NULL,"GREECE"
28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OFI Crete","10 August 1991","1","Nikolaos Korovesis","Short","176","Super League 1","Greece","Defender Left","Left","80","34","73",NULL,"GREECE"
23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OFI Crete","21 February 1997","1","Nikolaos Vafeas","Short","183","Super League 1","Greece","Defender Centre","Right","78",NULL,"75",NULL,"GREECE"
22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OFI Crete","6 February 1998","1","Theodoros Mingos","Short","179","Super League 1","Greece","Midfielder Centre","Right","76","38","73",NULL,"GREECE"
23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OFI Crete","29 August 1996","1","Panagiotis Deligiannidis","Short","177","Super League 1","Greece","Defender Left","Left","76","41","72",NULL,"GREECE"
32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OFI Crete","13 September 1987","1","Dimitrios Sotiriou","Short","187","Super League 1","Greece","Goalkeeper","Right","78","32","77",NULL,"GREECE"
26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OFI Crete","29 March 1994","1","Óscar Alexander Whalley Guardado","Short","189","Super League 1","Spain","Goalkeeper","Right","78","1","82",NULL,"GREECE"
26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OFI Crete","28 February 1994","1","Adil Nabi","Short","172","Super League 1","England","Attacking Midfielder Right Left Centre","Right","73","10","68",NULL,"GREECE"
28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OFI Crete","15 July 1991","1","Christopher Braun","Short","181","Super League 1","Germany","Defender Right Left","Both","76","47","77",NULL,"GREECE"
26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OFI Crete","9 May 1994","1","Kosmas Tsilianidis","Short","180","Super League 1","Greece","Attacking Midfielder Right Left","Left","80","19","69",NULL,"GREECE"
30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OFI Crete","12 November 1989","1","Athanasios Dinas","Short","170","Super League 1","Greece","Attacking Midfielder Right Left Centre","Right","78","7","78",NULL,"GREECE"
29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OFI Crete","10 February 1991","1","Georgios Koutroubis","Short","185","Super League 1","Greece","Defender Centre","Right","80","5","74",NULL,"GREECE"
24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OFI Crete","27 May 1996","1","João Vitor Brandão Figueiredo","Short","180","Super League 1","Brazil","Attacking Midfielder Right Left Centre","Right","76","20","72",NULL,"GREECE"
31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OFI Crete","21 February 1989","1","Juan Ángel Neira","Short","179","Super League 1","Argentina","Midfielder Centre","Right","80","8","69",NULL,"GREECE"
27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OFI Crete","18 March 1993","1","Miguel Alberto Mellado","Shaved","176","Super League 1","Argentina","Defensive Midfielder Centre","Right","78","29","74",NULL,"GREECE"
28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Panetolikos","28 February 1992","1","Rasmus Sjöstedt","Cropped","182","Super League 1","Sweden","Defender Right Centre","Right","79","92","75",NULL,"GREECE"
31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OFI Crete","9 November 1988","1","Manolis Moniakis","Unknown","176","Super League 1","Greece","Defender Left","Left","78",NULL,"71",NULL,"GREECE"
30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Panetolikos","28 June 1989","1","Jorge Luis Díaz Gutiérrez","Cropped","172","Super League 1","Uruguay","Attacking Midfielder Right Left","Right","80","11","67",NULL,"GREECE"
31,"Flair","Free Kicks","Penalties","Stamina","Passing","Composure","Finishing","Dribbling","Long Passing","Long Shots","OFI Crete","7 November 1988","1","João Victor De Albuquerque Bruno","Cropped","181","Super League 1","Brazil","Defensive Midfielder Centre","Right","83",NULL,"75",NULL,"GREECE"
21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Panetolikos","30 March 1999","1","Frederico Fonseca Pires De Almeida Duarte","Short","175","Super League 1","Portugal","Attacking Midfielder Right Left Centre","Right","73","14","66",NULL,"GREECE"
22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OFI Crete","21 May 1998","1","Felipe Souza Ferreyra","Cropped","185","Super League 1","Brazil","Attacking Midfielder Right Left Centre","Both","74","98","70",NULL,"GREECE"
20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Panetolikos","10 May 2000","1","Alexandros Kavvadias","Short","177","Super League 1","Greece","Attacking Midfielder Right Left Centre","Right","66","19","72",NULL,"GREECE"
24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Panetolikos","22 May 1996","1","Euciodálcio Gomes","Cropped","186","Super League 1","Portugal","Attacking Midfielder Right Left","Left","79","10","73",NULL,"GREECE"
32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"OFI Crete","9 December 1987","1","Konstantinos Nikolaos Giannoulis","Short","184","Super League 1","Greece","Defender Left Centre","Left","80","18","74",NULL,"GREECE"
19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Panetolikos","12 February 2001","1","Georgios Liavas","Cropped","175","Super League 1","Greece","Defender Right Left","Right","78","54","70",NULL,"GREECE"
20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Panetolikos","24 July 1999","1","Angelos Tsingaras","Short","173","Super League 1","Greece","Defender Right","Right","76","37","67",NULL,"GREECE"
22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Panetolikos","12 May 1998","1","Alexandros Parras","Short","182","Super League 1","Greece","Defender Left","Right","73","28","73",NULL,"GREECE"
23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Panetolikos","5 April 1997","1","Ilias Gianniotis","Cropped","179","Super League 1","Greece","Defender Right","Right","76","29","73",NULL,"GREECE"
23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Panetolikos","19 March 1997","1","Alexandros Malis","Cropped","186","Super League 1","Greece","Defender Left Centre","Left","78","47","67",NULL,"GREECE"
23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Panetolikos","20 May 1997","1","Nikos Kousiadis","Unknown","195","Super League 1","Greece","Goalkeeper","Right","75",NULL,"76",NULL,"GREECE"
27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Panetolikos","16 March 1993","1","Alhassan Kamara","Shaved","180","Super League 1","Sierra Leone","Forward Centre","Right","78","93","81",NULL,"GREECE"
22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Panetolikos","12 December 1997","1","Atair Mimito Rocha Biai","Short","173","Super League 1","Guinea-Bissau","Midfielder Centre","Right","78","8","68",NULL,"GREECE"
33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Panetolikos","24 September 1986","1","Dimitris Kyriakidis","Short","184","Super League 1","Greece","Goalkeeper","Left","80","82","78",NULL,"GREECE"
22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Panetolikos","9 May 1998","1","Dimitris Theodoropoulos","Short","186","Super League 1","Georgia","Goalkeeper","Right","65","30","73",NULL,"GREECE"
29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Panetolikos","30 May 1991","1","Johan Martial","Shaved","184","Super League 1","Martinique","Defender Centre","Right","78","91","76",NULL,"GREECE"
27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Panetolikos","19 February 1993","1","Nikos Giannakopoulos","Short","192","Super League 1","Greece","Goalkeeper","Right","78","31","86",NULL,"GREECE"
30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Panetolikos","8 September 1989","1","Kevin García Martínez","Short","177","Super League 1","Spain","Defender Left","Left","78",NULL,"73",NULL,"GREECE"
28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Panetolikos","30 April 1992","1","Manolis Tzanakakis","Short","178","Super League 1","Greece","Defender Right","Right","80",NULL,"70",NULL,"GREECE"
29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Panetolikos","1 August 1990","1","Christopher Knett","Short","184","Super League 1","Austria","Goalkeeper","Right","78","1","79",NULL,"GREECE"
24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Panetolikos","6 August 1995","1","Admir Bajrovic","Cropped","178","Super League 1","Bosnia & Herzegovina","Forward Centre","Right","78","9","74",NULL,"GREECE"
31,"One on Ones","Distribution","Command of Area","Shot Stopping","Aggression","Strength","Pace","Positioning","Aerial Ability","Composure","Panetolikos","11 June 1988","1","Jesús Fernández Collado","Short","190","Super League 1","Spain","Goalkeeper","Left","81",NULL,"77",NULL,"GREECE"
35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Panetolikos","16 August 1984","1","Óscar Adrián Lucero","Short","175","Super League 1","Argentina","Midfielder Centre","Left","80","18","75",NULL,"GREECE"
30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Panetolikos","2 October 1989","1","Aymen Tahar","Shaved","178","Super League 1","Algeria","Defensive Midfielder Centre","Right","78","6","69",NULL,"GREECE"
20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Panetolikos","11 February 2000","1","Dimitrios Fytopoulos","Cropped","175","Super League 1","Greece","Attacking Midfielder Right Left Centre","Right","70","20","70",NULL,"GREECE"
19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Panetolikos","6 June 2000","1","Gerasimos Bakadimas","Afro","183","Super League 1","Greece","Defender Centre","Right","65","45","75",NULL,"GREECE"
31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Panetolikos","4 April 1989","1","Luciano Damián Balbi","Short","172","Super League 1","Argentina","Defender Left","Left","78","3","72",NULL,"GREECE"
32,"Crossing","Pace","Strength","Corners","Work Rate","Positioning","Determination","Movement","Flair","Free Kicks","Panetolikos","27 September 1987","1","Anthony Mounier","Cropped","174","Super League 1","France","Attacking Midfielder Right Left","Left","82",NULL,"65",NULL,"GREECE"
28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Xanthi","9 January 1992","1","Aleksandar Kovačević","Cropped","175","Super League 1","Serbia","Defensive Midfielder Centre","Right","82","9","75",NULL,"GREECE"
27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Xanthi","9 August 1992","1","Vítor Emanuel Gonçalves São Bento","Short","188","Super League 1","Portugal","Goalkeeper","Right","78","92","79",NULL,"GREECE"
19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Xanthi","22 May 2001","1","Nikola Stepanović","Cropped","184","Super League 1","Serbia","Goalkeeper","Right","65","29","75",NULL,"GREECE"
22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chacarita Juniors","27 October 1997","1","Juan Ignacio Álvarez Morinigo","Cropped","176","Super League 1","Argentina","Attacking Midfielder Right Left Centre","Right","78","15","70",NULL,"GREECE"
26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Panetolikos","14 January 1994","1","Farley Vieira Rosa","Unknown","174","Super League 1","Brazil","Attacking Midfielder Right Left Centre","Right","82","7","65",NULL,"GREECE"
28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Xanthi","10 December 1991","1","Mikael Dyrestam","Cropped","185","Super League 1","Guinea","Defender Right Left Centre","Right","80","2","75",NULL,"GREECE"
27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Xanthi","22 October 1992","1","Khassa Camara","Shaved","175","Super League 1","Mauritania","Defensive Midfielder Centre","Right","80","8","66",NULL,"GREECE"
31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Xanthi","8 October 1988","1","Vincenzo Rennella","Short","188","Super League 1","Italy","Attacking Midfielder Centre","Left","82","88","78",NULL,"GREECE"
20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Xanthi","12 April 2000","1","Alexandros Gargalatzidis","Cropped","178","Super League 1","Greece","Forward Centre","Right","73","20","70",NULL,"GREECE"
19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Xanthi","28 February 2001","1","Konstantinos Thymianis","Cropped","182","Super League 1","Greece","Defender Centre","Right","68","18","75",NULL,"GREECE"
28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Xanthi","20 June 1991","1","Petar Đuričković","Short","178","Super League 1","Serbia","Midfielder Centre","Left","82","10","67",NULL,"GREECE"
29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Xanthi","16 September 1990","1","Jean Pierre Agustin Barrientos Diaz","Short","173","Super League 1","Uruguay","Attacking Midfielder Right Left Centre","Right","82","3","69",NULL,"GREECE"
34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Xanthi","12 February 1986","1","Christos Lisgaras","Short","190","Super League 1","Greece","Defender Centre","Left","82","31","81",NULL,"GREECE"
32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Xanthi","14 April 1988","1","Dimos Baxevanidis","Short","175","Super League 1","Greece","Defender Right Left","Right","80","5","69",NULL,"GREECE"
22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Xanthi","23 July 1997","1","Panagiotis Stathakis","Short","188","Super League 1","Greece","Goalkeeper","Right","70","30","73",NULL,"GREECE"
26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"CD Feirense","4 February 1994","1","Fábio Miguel Dos Santos","Cropped","183","Super League 1","Portugal","Attacking Midfielder Right Left Centre","Both","82","7","72",NULL,"GREECE"
23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Xanthi","22 June 1996","1","Vasilis Fasidis","Short","177","Super League 1","Greece","Attacking Midfielder Right Left","Right","75","27","73",NULL,"GREECE"
28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Xanthi","23 December 1991","1","Sofiane Khadda","Shaved","181","Super League 1","France","Midfielder Centre","Right","78","14","72",NULL,"GREECE"
39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Xanthi","29 December 1980","1","Kostas Fliskas","Unknown","181","Super League 1","Greece","Defender Centre","Right","82",NULL,"73",NULL,"GREECE"
25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Xanthi","29 March 1995","1","Lucas Poletto Costa","Cropped","180","Super League 1","Brazil","Attacking Midfielder Right Left","Right","73","17","74",NULL,"GREECE"
19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Xanthi","14 April 2001","1","Ioannis Fakis","Short","186","Super League 1","Greece","Forward Centre","Right","70","16","80",NULL,"GREECE"
28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Xanthi","6 November 1991","1","Jordan Faucher","Short","178","Super League 1","France","Forward Centre","Right","78","11","73",NULL,"GREECE"
26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Sporting de Braga","7 June 1993","1","Eduardo Antônio Machado Teixeira","Short","175","Super League 1","Brazil","Midfielder Centre","Left","82","12","56",NULL,"GREECE"
29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Xanthi","3 May 1991","1","Aristotelis Karasalidis","Short","180","Super League 1","Greece","Defender Centre","Right","78","4","75",NULL,"GREECE"
35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Xanthi","11 March 1985","1","Stelios Malezas","Short","192","Super League 1","Greece","Defender Centre","Right","80","23","77",NULL,"GREECE"
30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Xanthi","26 June 1989","1","Jorge Casado Rodríguez","Unknown","177","Super League 1","Spain","Defender Left","Left","82",NULL,"72",NULL,"GREECE"
28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"FCSB","15 December 1991","1","William Douglas De Amorim","Shaved","180","Super League 1","Brazil","Attacking Midfielder Right Left Centre","Right","82","91","70",NULL,"GREECE"
33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Xanthi","20 September 1986","1","Pablo De Lucas Torres","Short","180","Super League 1","Spain","Midfielder Left Centre","Left","78","6","70",NULL,"GREECE"
28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Xanthi","18 December 1991","1","Matías Gastón Castro","Unknown","182","Super League 1","Argentina","Forward Centre","Right","80","22","78",NULL,"GREECE"
21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Panetolikos","31 March 1999","2","Dimitrios Dalakouras","Short","173","Super League 2","Greece","Midfielder Centre","Right","74","8","64",NULL,"GREECE"
38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"AE Karaiskakis","31 July 1981","2","Apostolos Siaravas","Unknown","184","Super League 2","Greece","Goalkeeper","Left","74",NULL,"75",NULL,"GREECE"
